epoch,total,pde,phi,pi,bc,lambda_phi,lambda_pi,lambda_bc
32000,4.8026006165813225e-05,4.2206593124273554e-05,7.241267000749037e-07,2.820262530436818e-07,6.870035520978139e-06,2.3097330303725143,6.79625529585149,0.001
33000,9.183520664086102e-05,4.3223621466115504e-05,8.013059496614291e-07,9.31679130922736e-06,6.822718119455528e-06,2.719683097380501,1.8485862663500494,0.001
34000,5.476405096247021e-05,3.811458026156592e-05,1.2655852212316386e-06,3.835765565394391e-06,6.481347436291744e-06,2.5070873996814984,3.072280531744693,0.001
35000,4.924883441380957e-05,4.0039472655722755e-05,8.279089562912241e-07,5.777936147791597e-07,6.066236695142727e-06,3.1431728556955045,9.207852664468097,0.001
36000,3.427372549090196e-05,3.069682587501342e-05,2.385346048187847e-06,3.295529929538134e-07,3.857147378946098e-06,0.9810421477712592,8.203020062571001,0.001000000000891099
37000,4.482564735312364e-05,3.057520858894176e-05,6.974776902147375e-07,2.400088478129644e-06,4.7808599513859035e-06,2.1679511263384965,2.5359803025760836,0.099010980198901
38000,2.7538339623658755e-05,2.5517858900375572e-05,3.31948502851951e-07,2.987765442013978e-07,4.7189576879698286e-06,2.210152913791118,6.982403423122241,0.001
39000,3.448182508133363e-05,2.4320214535751707e-05,2.6621050236333e-07,2.070643770468924e-06,5.510254443974713e-06,3.612346569825853,4.092107387735661,0.001
40000,3.43314751814643e-05,2.2990037299268676e-05,7.900949906923298e-07,1.2840627948768494e-06,3.5141087916023287e-06,2.4372860943936616,3.498282871028832,0.00100000000000891
41000,2.681464874050548e-05,2.0782040299485027e-05,3.1705438999579394e-07,8.658275266892274e-07,3.227249301768735e-06,2.2810321350954164,3.245437045008839,0.001
42000,2.6720103846128408e-05,1.9552058219359582e-05,1.8576936566531931e-07,1.043253641396195e-06,4.921222232352122e-06,4.853620259035531,4.202030395524161,0.00991000980100098
43000,3.975014258245984e-05,1.8456945641107436e-05,1.4459726884343353e-07,2.9734406752410953e-06,2.5181735352444106e-06,14.227488484225264,4.23053101767025,0.01080100980100098
44000,2.044882845752905e-05,1.7964890619438858e-05,8.782738345872983e-08,2.560094789958652e-07,3.1836588239496585e-06,6.739425526382411,6.347941216388356,0.001
45000,1.9849287752403583e-05,1.731539555685292e-05,4.910267914704128e-07,2.1046358639468287e-07,3.4938753498663436e-06,1.7217467372021515,6.748208913613993,0.001
46000,1.650593684647702e-05,1.5348812604956807e-05,1.2778690608200315e-07,1.6660919005111358e-07,2.920491175551196e-06,3.5720787282834063,6.4018252947137055,0.001
47000,1.693537648842273e-05,1.5011676749925114e-05,1.4958740142364247e-07,4.771409840169922e-07,3.3022825754994057e-06,3.2716387654815704,2.2867093957020175,0.001
48000,1.4245818110252835e-05,1.290645755351629e-05,2.955637090908395e-07,1.1424741474765873e-07,3.248418415163025e-06,2.0043310014472904,9.293937198385619,0.001
49000,1.3324397764039462e-05,1.1410684871686104e-05,1.6131949283628534e-07,4.1740202506465355e-07,2.8084727342230296e-06,2.3504549478889754,3.0548660069330413,0.001
50000,2.1605164684332493e-05,1.3927064330918587e-05,1.1613785158989825e-07,7.887719187317222e-07,2.3960437617776383e-06,4.238135442456812,2.7529503324799034,0.001
51000,2.305570791905476e-05,1.115189362407104e-05,1.4566320839224347e-07,1.1655361228953634e-06,2.847701913268719e-06,6.818351189187025,4.9624245144217145,0.001
52000,1.3180649063700633e-05,1.0829867306197266e-05,2.468382230914192e-07,2.0542522326147056e-07,1.9255431756010013e-06,2.3073182031220174,6.345010575222827,0.001000000000000009
53000,1.3582932710744364e-05,1.0390699667253461e-05,1.331707486723863e-07,3.6242897403416193e-07,1.976373257735766e-06,2.5951401705619643,3.271682359349718,0.001
54000,1.2667545987111502e-05,1.0344063299067801e-05,8.477022424739265e-07,2.414680501862414e-07,2.5812087556405615e-06,2.0110711077418304,5.480863201093498,0.001
55000,1.0155104161191601e-05,9.008712908457122e-06,1.8059598458111305e-07,6.580486919886649e-08,2.7539442342328127e-06,2.1310104000345875,7.66144170212454,0.001
56000,9.720839185960361e-06,8.15114924628279e-06,6.667310943349774e-08,2.151405786067774e-07,2.1029724718913927e-06,15.798224416148441,3.680090394363465,0.00991000000000089
57000,8.964553587175152e-06,8.168780846012848e-06,7.561548794228842e-08,7.380095451231663e-08,1.9461190556674205e-06,2.6724369089474522,5.641558697058799,0.09010000089100001
58000,9.058731154052865e-06,7.951792261349745e-06,2.3621377588540593e-07,1.3886733687925866e-07,2.019974216102547e-06,1.1221457144314009,3.8130234770093363,0.00100000000000891
59000,7.848117951656377e-06,6.912994238581226e-06,6.014631915441695e-08,9.791069273266826e-08,2.0131413987770963e-06,3.5890964098705043,5.18275314194608,0.0010000000000980102
60000,7.715543475860013e-06,7.09596860997748e-06,5.2375290621317206e-08,6.392371003380615e-08,1.386566162140869e-06,4.064521433615964,9.436770943362507,0.00100891
61000,7.023378991312835e-06,6.68153601750711e-06,5.5682947157458385e-08,4.631782069787647e-08,1.715913066084012e-06,6.6350866129194905,9.478506688632269,0.001
62000,7.152203150063408e-06,6.7325098161063504e-06,4.793594970350332e-08,2.9003246545222043e-08,1.9983826261866806e-06,3.3431795116989487,9.920271418165008,0.001
63000,8.024246975885027e-06,6.338196998853591e-06,5.96056104793913e-08,4.6426726272514926e-08,1.7991590228172325e-06,4.896120599812503,8.048188296735267,0.001
64000,6.178507073354222e-06,5.801786823387208e-06,3.848093033484763e-08,1.795033470509494e-08,2.2431916037853597e-06,10.542252825047177,9.999999999987,0.0018909999999999999
65000,6.396294624848381e-06,5.912852678844844e-06,4.7463519551743534e-08,6.749725002779184e-08,1.3688713965800642e-06,5.418232961902303,6.615143488833657,0.001
66000,6.72030833958751e-06,5.5891534120999895e-06,4.661384808949237e-08,4.897382988913012e-07,1.6177583980924105e-06,3.836044983937424,1.7713679474305808,0.001
67000,5.706503702933343e-06,5.4068004773188295e-06,4.716361753647324e-08,3.6777594274477026e-08,1.698959288472415e-06,2.7751288689992673,5.070756803171157,0.001
68000,6.967854791087614e-06,5.287390153906233e-06,3.5897637530899256e-08,1.7075438582290076e-07,1.6064342682500422e-06,5.620052292178037,5.059026140718621,0.001
69000,5.275596503073714e-06,5.063747264360938e-06,3.834352901523936e-08,3.266989125239024e-08,1.4125885433066828e-06,5.5770974317838,8.447699267011954,0.001
70000,5.234551263559176e-06,5.015499057762165e-06,3.1269178126195916e-08,3.078346499751607e-08,1.8927485786778582e-06,5.179251423699628,8.298726729358767,0.001
71000,5.004787924683937e-06,4.672755527133821e-06,3.396911061123399e-08,3.8948408708460604e-08,1.6994920137920886e-06,4.101243914089207,5.855312094522343,0.001
72000,5.056315134138001e-06,4.747196439440786e-06,3.088861697813769e-08,1.8529253967051535e-08,1.999398806509746e-06,5.981744441755367,9.535063818648702,0.001
73000,4.872976811296619e-06,4.506641421497509e-06,3.526174996506245e-08,2.6325273721893822e-08,1.8195212745461874e-06,4.848082150112612,7.744138682874562,0.001
74000,4.906386476512491e-06,4.585034960216759e-06,6.257177601192411e-08,1.9865984246074995e-08,1.621212291094844e-06,1.7887019227687306,9.983838034370901,0.001
75000,4.619425998761292e-06,4.243300266977079e-06,5.198022625156077e-08,2.157842834075001e-08,1.476315027336352e-06,4.253826729573571,9.701681774281157,0.001
76000,4.48433659792698e-06,4.151607473738304e-06,2.011189337928427e-08,1.2329264451910278e-08,1.3358708886081121e-06,10.9153956811639,9.999999999978867,0.0010000000000000002
77000,4.4557887136253346e-06,4.200825131753517e-06,2.2300778883272644e-08,1.0990325865895832e-08,1.6369913486168366e-06,5.309726442136601,9.975070418027354,0.001
78000,4.21132412107747e-06,3.931490061262263e-06,2.4204147246020055e-08,8.608148850166892e-08,1.4226398309481547e-06,8.395846433771796,3.301915597627531,0.00100000891
79000,4.144872619782854e-06,3.917305687287811e-06,2.2359805357838575e-08,1.0334019793759413e-08,1.5709099809387931e-06,10.136316656117412,9.999991454344213,0.0010000000000000891
80000,3.931612287764636e-06,3.7288584976038766e-06,1.9883285115869205e-08,1.2374396291724527e-08,1.5372093335437373e-06,15.20770806415766,9.999999804559147,0.00100000891
81000,5.1593927998247855e-06,4.702140931657901e-06,1.9013231949764932e-08,3.408508514290182e-08,2.3322209935375204e-06,7.941112936408228,6.107325233213842,0.001
82000,4.839029481332226e-06,4.512991163122065e-06,2.528289425949591e-08,1.4666107704551484e-08,1.8623185140367546e-06,5.41364045704423,9.999987917311383,0.0010000891000009802
83000,4.7383232827192466e-06,4.300438931413073e-06,1.1860817082627621e-08,1.2344628318047966e-08,2.2441535152856687e-06,13.053783893245152,9.999993808610167,0.009909999999999999
84000,4.537590067120932e-06,4.1791317389290495e-06,2.959471387102055e-08,1.439468977973114e-08,2.2722727783112062e-06,6.216078305230781,10.0,0.001
85000,4.234956891480907e-06,4.017749001858752e-06,1.1970689069878567e-08,1.1361578709674773e-08,1.997021040482247e-06,9.777557671691937,9.925010253652959,0.0010000009801891
86000,4.295156491783746e-06,3.958387952077869e-06,1.7323439237695448e-08,1.3694826639058925e-08,2.0905926985380446e-06,6.837569256573074,9.97500819802219,0.0019801000000000007
87000,3.9625957760380825e-06,3.7132878387660966e-06,2.0102669508324372e-08,1.6078548529174546e-08,2.1889890034579523e-06,4.771447481303101,8.89646915621548,0.001
88000,3.899586614807192e-06,3.6597579450296473e-06,3.2568190187277084e-08,9.511594703655444e-09,2.1614413353067224e-06,5.109753140568885,9.999999999999998,0.0010000008910000001
89000,3.827631696207685e-06,3.6392297117642517e-06,1.0702346652838402e-08,1.0681386838277123e-08,2.197519369899737e-06,11.770321889396625,9.999999999999972,0.0010891000000008912
90000,3.916018216087613e-06,3.6785108867758135e-06,1.577178230772617e-08,9.618888645665995e-09,2.5143849389641846e-06,7.852182683292566,10.0,0.001
91000,3.8788963692666435e-06,3.6505545121405384e-06,1.123494995698209e-08,8.278603627175463e-09,2.1463923537571517e-06,9.762911279857539,10.0,0.0010000000089100001
92000,3.708169507145918e-06,3.4225521820959888e-06,1.47346973216869e-08,1.2037410395586527e-08,1.9325301495261863e-06,6.205559233592791,9.667851120472832,0.0010000000000000891
93000,3.6694072114373604e-06,3.350908996806278e-06,2.0024963566736683e-08,1.1274199649891777e-08,2.0689418158992855e-06,8.16561858840016,10.0,0.0010000000089100001
94000,3.7039684106564323e-06,3.3552674284751316e-06,7.2997567099410155e-09,8.956577223015776e-09,2.1756388121209704e-06,11.006541434866042,10.0,0.009909999999999999
95000,3.7661587324988425e-06,3.382730193279932e-06,1.1209811347560943e-08,9.979125445197395e-09,2.1844416713981308e-06,8.350004072852721,9.999999999784224,0.09901000000000001
96000,3.4159630689196638e-06,3.2526054233805332e-06,7.789411359207216e-09,7.453163161520092e-09,2.2996316866358117e-06,14.041234069409715,10.0,0.001
97000,3.371863814055265e-06,3.216704204468398e-06,7.905017813378776e-09,8.161982073388825e-09,2.3102562013584165e-06,11.221986141561674,10.0,0.001
98000,3.406219438193892e-06,3.2451578727904413e-06,1.1948327644046536e-08,7.542004172849547e-09,2.1010421827814737e-06,7.483678114187015,9.999950537703016,0.00100891
99000,3.3923262659949833e-06,3.198268172389594e-06,1.5253582176910515e-08,8.052883198119521e-09,2.283749867729908e-06,6.807354959032679,10.0,0.00100000000000891
100000,3.3974058719703246e-06,3.0351737195655353e-06,6.665602666263523e-09,6.3057239989632044e-09,2.1671029344629647e-06,9.865640023954539,10.0,0.009909999999999999
